"","Region name","School status","Schools details"
"1","City Of Airdrie","Watch","Northcott Prairie School"
"2","City Of Airdrie","Watch","Herons Crossing School"
"3","City Of Airdrie","Watch","George McDougall High School"
"4","City Of Airdrie","Watch","Bert Church High School"
"5","City Of Airdrie","Watch","Windsong Heights School"
"6","City Of Calgary","Watch","Lester B. Pearson High School"
"7","City Of Calgary","Watch","Nelson Mandela High School"
"8","City Of Calgary","Watch","Central Memorial High School"
"9","City Of Calgary","Watch","Ecole de la Rose Sauvage"
"10","City Of Calgary","Watch","John G Diefenbaker High School"
"11","City Of Calgary","Watch","Father Lacombe School"
"12","City Of Calgary","Watch","St. Francis High School"
"13","City Of Calgary","Watch","Bishop McNally High School"
"14","City Of Calgary","Watch","Crossing Park School"
"15","City Of Calgary","Watch","St. Mary's High School"
"16","City Of Calgary","Watch","All Saints School"
"17","City Of Calgary","Watch","Northeast Elementary Campus"
"18","City Of Calgary","Watch","Sir Winston Churchill High School"
"19","City Of Calgary","Watch","Western Canada High School"
"20","City Of Calgary","Watch","Manmeet Singh Bhullar School"
"21","City Of Calgary","Watch","Nose Creek School"
"22","City Of Calgary","Watch","St. Jerome Elementary School"
"23","City Of Calgary","Watch","Ernest Manning High School"
"24","City Of Calgary","Watch","Joane Cardinal-Schubert High School"
"25","City Of Calgary","Watch","Bishop O'Byrne High School"
"26","City Of Calgary","Watch","FFCA High School Campus"
"27","City Of Calgary","Watch","Henry Wise Wood High School"
"28","City Of Calgary","Watch","Centennial High School"
"29","City Of Calgary","Watch","Robert Thirsk School"
"30","City Of Calgary","Watch","Fairview School"
"31","City Of Calgary","Watch","Crescent Heights High School"
"32","City Of Calgary","Watch","Dr. George Stanley School"
"33","City Of Calgary","Watch","St. Bede Elementary School"
"34","City Of Calgary","Watch","Almadina Language Charter Academy Ogden Campus"
"35","City Of Calgary","Watch","Notre Dame High School"
"36","City Of Calgary","Watch","Chinook Park School"
"37","City Of Calgary","Watch","Calgary Islamic School Omar Bin Al-Khattab Campus"
"38","City Of Calgary","Watch","Sir Wilfrid Laurier School"
"39","City Of Chestermere","Watch","Chestermere Lake Middle School"
"40","City Of Edmonton","Watch","Harry Ainlay School"
"41","City Of Edmonton","Watch","St. Francis Xavier"
"42","City Of Edmonton","Watch","Archbishop O'Leary"
"43","City Of Edmonton","Watch","Centre High"
"44","City Of Edmonton","Watch","Queen Elizabeth School"
"45","City Of Edmonton","Watch","Ross Sheppard High School"
"46","City Of Edmonton","Watch","Austin O'Brien"
"47","City Of Edmonton","Watch","Louis St. Laurent"
"48","City Of Edmonton","Watch","Edmonton Islamic Academy"
"49","City Of Edmonton","Watch","Evansdale School"
"50","City Of Edmonton","Watch","Jasper Place School"
"51","City Of Edmonton","Watch","M. E. LaZerte School"
"52","City Of Edmonton","Watch","St. John Bosco"
"53","City Of Edmonton","Watch","Victoria School"
"54","City Of Edmonton","Watch","Londonderry School"
"55","City Of Edmonton","Watch","Kate Chegwin School"
"56","City Of Edmonton","Watch","Glengarry School"
"57","City Of Edmonton","Watch","Michael A Kostek Elementary School"
"58","City Of Edmonton","Watch","Killarney School"
"59","City Of Edmonton","Watch","W P Wagner School"
"60","City Of Edmonton","Watch","Hilwie Hamdon School"
"61","City Of Edmonton","Watch","John D Bracco School"
"62","City Of Edmonton","Watch","Mary Hanley"
"63","City Of Edmonton","Watch","St. Edmund"
"64","City Of Edmonton","Watch","A. Blair McPherson School"
"65","City Of Edmonton","Watch","York School"
"66","City Of Edmonton","Watch","Florence Hallock School"
"67","City Of Edmonton","Watch","Mary Butterworth School"
"68","City Of Edmonton","Watch","Laurier Heights School"
"69","City Of Fort Saskatchewan","Watch","Fort Saskatchewan High School"
"70","City Of Grande Prairie","Watch","St. John Paul II Catholic School / Faculte St. Jean-Paul II"
"71","City Of Grande Prairie","Watch","Charles Spencer High School"
"72","City Of Lethbridge","Watch","Winston Churchill High School"
"73","City Of Lethbridge","Watch","Catholic Central High School"
"74","City Of Red Deer","Watch","Hunting Hills High School"
"75","City Of Red Deer","Watch","Lindsay Thurber Comprehensive High School"
"76","City Of Red Deer","Watch","Ecole Secondaire Notre Dame High School"
"77","City Of Spruce Grove","Watch","Prescott Learning Centre"
"78","City Of St. Albert","Watch","Richard S Fowler Catholic Junior High School"
"79","City Of St. Albert","Watch","Elmer S Gish School"
"80","City Of St. Albert","Watch","Bellerose Composite High School"
"81","City Of St. Albert","Watch","Lois E. Hole Elementary School"
"82","City Of St. Albert","Watch","Paul Kane High School"
"83","City Of St. Albert","Watch","Ecole Alexandre-Tache"
"84","City Of Wetaskiwin","Watch","Wetaskiwin Composite High School"
"85","County Of Wetaskiwin No. 10","Watch","Buck Mountain Central School"
"86","Lac La Biche County","Watch","Aurora Middle School"
"87","Lethbridge County","Watch","Kate Andrews High School"
"88","Municipal District Of Taber","Watch","W. R. Myers High School"
"89","Regional Municipality Of Wood Buffalo","Watch","Father Patrick Mercredi Community School"
"90","Strathcona County","Watch","Strathcona Christian Academy"
"91","Strathcona County","Watch","Archbishop Jordan Catholic High School"
"92","Town Of Okotoks","Watch","Foothills Composite High School"
"93","Town Of Stony Plain","Watch","Memorial Composite High School"
"94","Town Of Stony Plain","Watch","Connections for Learning"
"95","Town Of Sylvan Lake","Watch","Ecole H.J. Cody High School"
"96","Town Of Whitecourt","Watch","Percy Baxter Middle School"
"97","Beaver County","Open (Outbreak, 2-4 cases)","Tofield School"
"98","Camrose County","Open (Outbreak, 2-4 cases)","Bashaw School"
"99","City Of Airdrie","Open (Outbreak, 2-4 cases)","W.H. Croxford High School"
"100","City Of Airdrie","Open (Outbreak, 2-4 cases)","Ecole Edwards Elementary School"
"101","City Of Calgary","Open (Outbreak, 2-4 cases)","Chief Justice Milvain School"
"102","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Sebastian Elementary School"
"103","City Of Calgary","Open (Outbreak, 2-4 cases)","Bishop Grandin High School"
"104","City Of Calgary","Open (Outbreak, 2-4 cases)","Panorama Hills School"
"105","City Of Calgary","Open (Outbreak, 2-4 cases)","Jennie Elliott School"
"106","City Of Calgary","Open (Outbreak, 2-4 cases)","Holy Family School"
"107","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of Peace Elementary Junior High School"
"108","City Of Calgary","Open (Outbreak, 2-4 cases)","Renfrew Educational Services-Janice McTighe Centre"
"109","City Of Calgary","Open (Outbreak, 2-4 cases)","Mother Mary Greene School"
"110","City Of Calgary","Open (Outbreak, 2-4 cases)","Balmoral School"
"111","City Of Calgary","Open (Outbreak, 2-4 cases)","Kenneth D. Taylor School"
"112","City Of Calgary","Open (Outbreak, 2-4 cases)","Hugh A. Bennett School"
"113","City Of Calgary","Open (Outbreak, 2-4 cases)","Midsun School"
"114","City Of Calgary","Open (Outbreak, 2-4 cases)","Jack James High School"
"115","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Dominic School"
"116","City Of Calgary","Open (Outbreak, 2-4 cases)","Cranston School"
"117","City Of Calgary","Open (Outbreak, 2-4 cases)","Taradale School"
"118","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Alphonsus Elementary Junior High School"
"119","City Of Calgary","Open (Outbreak, 2-4 cases)","Christine Meikle School"
"120","City Of Calgary","Open (Outbreak, 2-4 cases)","Captain John Palliser School"
"121","City Of Calgary","Open (Outbreak, 2-4 cases)","Apostles of Jesus"
"122","City Of Calgary","Open (Outbreak, 2-4 cases)","Falconridge School"
"123","City Of Calgary","Open (Outbreak, 2-4 cases)","CLS James Fowler Writing Centre"
"124","City Of Calgary","Open (Outbreak, 2-4 cases)","Rundle College Elementary School"
"125","City Of Calgary","Open (Outbreak, 2-4 cases)","Louise Dean School"
"126","City Of Calgary","Open (Outbreak, 2-4 cases)","Forest Lawn High School"
"127","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Isabella School"
"128","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Elizabeth Seton"
"129","City Of Calgary","Open (Outbreak, 2-4 cases)","Samuel W. Shaw School"
"130","City Of Calgary","Open (Outbreak, 2-4 cases)","H. D. Cartwright School"
"131","City Of Calgary","Open (Outbreak, 2-4 cases)","Colonel J. Fred Scott School"
"132","City Of Calgary","Open (Outbreak, 2-4 cases)","Bob Edwards School"
"133","City Of Calgary","Open (Outbreak, 2-4 cases)","North Middle School Campus"
"134","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Martha School"
"135","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. Roberta Bondar School"
"136","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of Grace School"
"137","City Of Calgary","Open (Outbreak, 2-4 cases)","Battalion Park School"
"138","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Mark Elementary School"
"139","City Of Calgary","Open (Outbreak, 2-4 cases)","Monsignor J. S. Smith School"
"140","City Of Calgary","Open (Outbreak, 2-4 cases)","Sacred Heart Elementary School"
"141","City Of Calgary","Open (Outbreak, 2-4 cases)","Griffith Woods School"
"142","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of the Evergreens Catholic School"
"143","City Of Calgary","Open (Outbreak, 2-4 cases)","Twelve Mile Coulee School"
"144","City Of Calgary","Open (Outbreak, 2-4 cases)","Prince of Peace School"
"145","City Of Camrose","Open (Outbreak, 2-4 cases)","Charlie Killam School"
"146","City Of Edmonton","Open (Outbreak, 2-4 cases)","J. J. Bowlen"
"147","City Of Edmonton","Open (Outbreak, 2-4 cases)","McLeod School"
"148","City Of Edmonton","Open (Outbreak, 2-4 cases)","Jan Reimer School"
"149","City Of Edmonton","Open (Outbreak, 2-4 cases)","Cardinal Leger"
"150","City Of Edmonton","Open (Outbreak, 2-4 cases)","Elizabeth Finch School"
"151","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mee-Yah-Noh School"
"152","City Of Edmonton","Open (Outbreak, 2-4 cases)","Greenview School"
"153","City Of Edmonton","Open (Outbreak, 2-4 cases)","J H Picard"
"154","City Of Edmonton","Open (Outbreak, 2-4 cases)","John Barnett School"
"155","City Of Edmonton","Open (Outbreak, 2-4 cases)","Delwood School"
"156","City Of Edmonton","Open (Outbreak, 2-4 cases)","Kensington School"
"157","City Of Edmonton","Open (Outbreak, 2-4 cases)","Velma E. Baker School"
"158","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Thomas More Junior High School"
"159","City Of Edmonton","Open (Outbreak, 2-4 cases)","Lendrum School"
"160","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. John XXIII School"
"161","City Of Edmonton","Open (Outbreak, 2-4 cases)","Grandin School"
"162","City Of Edmonton","Open (Outbreak, 2-4 cases)","Constable Daniel Woodall School"
"163","City Of Edmonton","Open (Outbreak, 2-4 cases)","Avalon Junior School"
"164","City Of Edmonton","Open (Outbreak, 2-4 cases)","Millwoods Christian School"
"165","City Of Edmonton","Open (Outbreak, 2-4 cases)","Dr. Donald Massey School"
"166","City Of Edmonton","Open (Outbreak, 2-4 cases)","Waverley School"
"167","City Of Edmonton","Open (Outbreak, 2-4 cases)","Dunluce School"
"168","City Of Edmonton","Open (Outbreak, 2-4 cases)","Father Michael Mireau School"
"169","City Of Edmonton","Open (Outbreak, 2-4 cases)","Jackson Heights Elementary"
"170","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. Catherine Catholic School"
"171","City Of Lacombe","Open (Outbreak, 2-4 cases)","Ecole Secondaire Lacombe Composite High School"
"172","City Of Leduc","Open (Outbreak, 2-4 cases)","Christ the King School"
"173","City Of Leduc","Open (Outbreak, 2-4 cases)","West Haven Public School"
"174","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Gilbert Paterson Middle School"
"175","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"176","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Wilson Middle School"
"177","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Senator Joyce Fairbairn Middle School"
"178","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Prairie Mennonite Alternative School"
"179","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Medicine Hat High School"
"180","City Of Red Deer","Open (Outbreak, 2-4 cases)","Central Middle School"
"181","City Of Red Deer","Open (Outbreak, 2-4 cases)","Mountview School"
"182","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Ecole Broxton Park School"
"183","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","St. Peter the Apostle Catholic High School"
"184","City Of St. Albert","Open (Outbreak, 2-4 cases)","Muriel Martin Elementary School"
"185","City Of St. Albert","Open (Outbreak, 2-4 cases)","Sir George Simpson Junior High"
"186","City Of St. Albert","Open (Outbreak, 2-4 cases)","Vital Grandin Catholic School"
"187","City Of St. Albert","Open (Outbreak, 2-4 cases)","William D Cuts School"
"188","City Of St. Albert","Open (Outbreak, 2-4 cases)","Lorne Akins Junior High School"
"189","City Of St. Albert","Open (Outbreak, 2-4 cases)","Sir Alexander Mackenzie School"
"190","Clearwater County","Open (Outbreak, 2-4 cases)","West Central High School"
"191","Foothills County","Open (Outbreak, 2-4 cases)","Oilfields High School"
"192","Leduc County","Open (Outbreak, 2-4 cases)","New Sarepta Elementary School"
"193","Lethbridge County","Open (Outbreak, 2-4 cases)","Barons School"
"194","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","Taber Christian School Alternative Program"
"195","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","Taber Central School"
"196","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"197","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Fort McMurray Islamic School"
"198","Rocky View County","Open (Outbreak, 2-4 cases)","Chestermere High School"
"199","Smoky Lake County","Open (Outbreak, 2-4 cases)","H. A. Kostash School"
"200","Strathcona County","Open (Outbreak, 2-4 cases)","Clover Bar Junior High School"
"201","Strathcona County","Open (Outbreak, 2-4 cases)","Lakeland Ridge School"
"202","Strathcona County","Open (Outbreak, 2-4 cases)","Sherwood Heights Junior High School"
"203","Sturgeon County","Open (Outbreak, 2-4 cases)","Namao School"
"204","Town Of Drumheller","Open (Outbreak, 2-4 cases)","St. Anthony's School"
"205","Town Of High River","Open (Outbreak, 2-4 cases)","Ecole Secondaire Highwood High School"
"206","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Good Shepherd School"
"207","Town Of Sylvan Lake","Open (Outbreak, 2-4 cases)","Ecole Steffie Woima Elementary School"
"208","Westlock County","Open (Outbreak, 2-4 cases)","St. Mary Catholic School"
"209","Athabasca County","Open","No school status to report"
"210","Big Lakes County","Open","No school status to report"
"211","Birch Hills County","Open","No school status to report"
"212","Brazeau County","Open","No school status to report"
"213","Cardston County","Open","No school status to report"
"214","City Of Beaumont","Open","No school status to report"
"215","City Of Brooks","Open","No school status to report"
"216","City Of Cold Lake","Open","No school status to report"
"217","City Of Lloydminster","Open","No school status to report"
"218","Clear Hills County","Open","No school status to report"
"219","County Of Barrhead No. 11","Open","No school status to report"
"220","County Of Forty Mile No. 8","Open","No school status to report"
"221","County Of Grande Prairie No. 1","Open","No school status to report"
"222","County Of Minburn No. 27","Open","No school status to report"
"223","County Of Newell","Open","No school status to report"
"224","County Of Northern Lights","Open","No school status to report"
"225","County Of Paintearth No. 18","Open","No school status to report"
"226","County Of St. Paul No. 19","Open","No school status to report"
"227","County Of Stettler No. 6","Open","No school status to report"
"228","County Of Two Hills No. 21","Open","No school status to report"
"229","County Of Vermilion River","Open","No school status to report"
"230","County Of Warner No. 5","Open","No school status to report"
"231","Cypress County","Open","No school status to report"
"232","Flagstaff County","Open","No school status to report"
"233","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"234","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"235","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"236","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"237","I.d. No. 349","Open","No schools listed in this geography."
"238","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"239","I.d. No. 9 (Banff)","Open","No school status to report"
"240","Kananaskis Improvement District","Open","No schools listed in this geography."
"241","Kneehill County","Open","No school status to report"
"242","Lac Ste. Anne County","Open","No school status to report"
"243","Lacombe County","Open","No school status to report"
"244","Lamont County","Open","No school status to report"
"245","Mackenzie County","Open","No school status to report"
"246","Mountain View County","Open","No school status to report"
"247","Municipal District Of Acadia No. 34","Open","No school status to report"
"248","Municipal District Of Bighorn No. 8","Open","No school status to report"
"249","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"250","Municipal District Of Fairview No. 136","Open","No school status to report"
"251","Municipal District Of Greenview No. 16","Open","No school status to report"
"252","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"253","Municipal District Of Opportunity No. 17","Open","No school status to report"
"254","Municipal District Of Peace No. 135","Open","No school status to report"
"255","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
