Date,Lower Bound - 95% Confidence Interval,Upper Bounds - 95% Confidence Interval,Estimate of R(t) (7 Day Average)
2020-02-17 0:00,0.023382795,3.406942391,0.923571082
2020-02-18 0:00,0.023393251,3.408465816,0.92398406
2020-02-19 0:00,0.027036859,3.939350241,1.067898881
2020-02-20 0:00,0.033702382,4.910536715,1.331172996
2020-02-21 0:00,0.040086792,5.840764024,1.583343695
2020-02-22 0:00,0.356091073,8.1913149,2.940358643
2020-02-23 0:00,0.289501269,6.659521219,2.390505189
2020-02-24 0:00,0.207802859,4.780177849,1.715895119
2020-02-25 0:00,0.144520345,3.324463164,1.193351021
2020-02-26 0:00,0.105618015,2.42957628,0.872121961
2020-02-27 0:00,0.085023412,1.955829837,0.702065692
2020-02-28 0:00,0.074828508,1.721312094,0.617883082
2020-02-29 0:00,0.00750414,1.093375381,0.296397699
2020-03-01 0:00,0.072481095,1.667313568,0.598499743
2020-03-02 0:00,0.194547437,2.271872968,0.943379038
2020-03-03 0:00,0.193462361,2.259201735,0.938117399
2020-03-04 0:00,0.304173311,2.446880638,1.116370218
2020-03-05 0:00,0.974933905,3.734307256,2.132104413
2020-03-06 0:00,1.187303526,3.76877198,2.297793683
2020-03-07 0:00,0.868976159,2.758328369,1.681733343
2020-03-08 0:00,0.848166725,2.37310288,1.515415809
2020-03-09 0:00,0.801313558,2.044506168,1.352055129
2020-03-10 0:00,0.787572306,1.833693176,1.256708148
2020-03-11 0:00,0.653578415,1.493108524,1.031020279
2020-03-12 0:00,0.527975253,1.20616644,0.832881227
2020-03-13 0:00,0.627826227,1.276543439,0.924019217
2020-03-14 0:00,0.769159442,1.403198226,1.062808031
2020-03-15 0:00,0.858631937,1.453118177,1.136674811
2020-03-16 0:00,0.720839954,1.214233171,0.951741811
2020-03-17 0:00,0.734599186,1.183708106,0.945991205
2020-03-18 0:00,0.692920246,1.094565857,0.882459163
2020-03-19 0:00,0.69800173,1.07188472,0.875084577
2020-03-20 0:00,0.664460906,1.007912225,0.8273885
2020-03-21 0:00,0.589028585,0.897778865,0.735404159
2020-03-22 0:00,0.562525435,0.853287617,0.700458179
2020-03-23 0:00,0.567962142,0.851860446,0.7028349
2020-03-24 0:00,0.547727024,0.821510718,0.677794592
2020-03-25 0:00,0.608532554,0.89129105,0.74327486
2020-03-26 0:00,0.585425953,0.860599692,0.716492084
2020-03-27 0:00,0.577875059,0.849499574,0.707250683
2020-03-28 0:00,0.602931964,0.879944386,0.734996608
2020-03-29 0:00,0.602720016,0.881193905,0.735451212
2020-03-30 0:00,0.685267196,0.982294056,0.827200704
2020-03-31 0:00,0.701448687,1.003972568,0.846036921
2020-04-01 0:00,0.740944872,1.052817352,0.890140211
2020-04-02 0:00,0.77076656,1.089172927,0.923195183
2020-04-03 0:00,0.821443356,1.148906781,0.978414336
2020-04-04 0:00,0.826063718,1.152563691,0.982621545
2020-04-05 0:00,0.868621596,1.199498685,1.027487748
2020-04-06 0:00,0.836358596,1.158801759,0.991109381
2020-04-07 0:00,0.866447409,1.191375569,1.02254277
2020-04-08 0:00,0.826560474,1.142671336,0.978315496
2020-04-09 0:00,0.928328393,1.260175423,1.088009114
2020-04-10 0:00,0.981986229,1.321221869,1.14540731
2020-04-11 0:00,1.127357735,1.484881169,1.300055832
2020-04-12 0:00,1.115284327,1.464082349,1.283839246
2020-04-13 0:00,1.082043794,1.415879131,1.243434119
2020-04-14 0:00,1.068593368,1.390582588,1.224365971
2020-04-15 0:00,1.059392844,1.37146936,1.210469447
2020-04-16 0:00,1.17413496,1.493466501,1.32906956
2020-04-17 0:00,1.107857878,1.41044856,1.254653127
2020-04-18 0:00,1.026592433,1.309412284,1.163764061
2020-04-19 0:00,0.915681668,1.176565653,1.042096174
2020-04-20 0:00,1.025182067,1.2955276,1.156457816
2020-04-21 0:00,1.016639649,1.28313837,1.14606779
2020-04-22 0:00,1.031535828,1.295736325,1.159925402
2020-04-23 0:00,0.909117476,1.153791691,1.027863126
2020-04-24 0:00,0.914559501,1.156216867,1.03189849
2020-04-25 0:00,1.112469559,1.37576692,1.240672905
2020-04-26 0:00,1.219083676,1.491600771,1.35195528
2020-04-27 0:00,1.165583791,1.425761108,1.292443139
2020-04-28 0:00,1.04643328,1.285292411,1.162837661
2020-04-29 0:00,0.943391878,1.164166112,1.050919296
2020-04-30 0:00,0.842421581,1.04791435,0.942405108
2020-05-01 0:00,0.783732122,0.981127619,0.879698682
2020-05-02 0:00,0.572582723,0.743799282,0.655432796
2020-05-03 0:00,0.493869605,0.656564484,0.572364878
2020-05-04 0:00,0.402739882,0.556764247,0.476682203
2020-05-05 0:00,0.464154478,0.638217969,0.547774511
2020-05-06 0:00,0.493590995,0.685447373,0.585642169
2020-05-07 0:00,0.571789467,0.791343995,0.677175824
2020-05-08 0:00,0.591202828,0.827904628,0.704648901
2020-05-09 0:00,0.626391978,0.881652416,0.748653244
2020-05-10 0:00,0.631609281,0.898735764,0.759375534
2020-05-11 0:00,0.68676196,0.974460785,0.8244177
2020-05-12 0:00,0.715374595,1.017927938,0.86008547
2020-05-13 0:00,0.782076359,1.105154844,0.936741635
2020-05-14 0:00,0.747065443,1.069263121,0.90105657
2020-05-15 0:00,0.812506445,1.15128589,0.974631592
2020-05-16 0:00,0.814256103,1.156986149,0.978213261
2020-05-17 0:00,0.829772465,1.177381356,0.996093474
2020-05-18 0:00,0.797453858,1.139682941,0.961050062
2020-05-19 0:00,0.712949434,1.038693339,0.868281469
2020-05-20 0:00,0.676975499,0.997048627,0.829390612
2020-05-21 0:00,0.650504006,0.969485312,0.802167749
2020-05-22 0:00,0.575569667,0.88387221,0.721591533
2020-05-23 0:00,0.555855066,0.867618917,0.703205879
2020-05-24 0:00,0.566649145,0.892351544,0.720411246
2020-05-25 0:00,0.608888614,0.958869697,0.774112533
2020-05-26 0:00,0.594026739,0.953855319,0.763471938
2020-05-27 0:00,0.528116806,0.881635806,0.693752841
2020-05-28 0:00,0.517683048,0.880327191,0.687186675
2020-05-29 0:00,0.55578448,0.945119205,0.737763561
2020-05-30 0:00,0.523551871,0.919143498,0.707688531
2020-05-31 0:00,0.494532322,0.895941456,0.680610075
2020-06-01 0:00,0.474809044,0.88583373,0.664612683
2020-06-02 0:00,0.482923546,0.915877574,0.682423587
2020-06-03 0:00,0.606762685,1.10693346,0.838411673
2020-06-04 0:00,0.708841091,1.267358774,0.968195909
2020-06-05 0:00,0.686422608,1.252259197,0.948484047
2020-06-06 0:00,0.700443747,1.277838337,0.967858156
2020-06-07 0:00,0.652730157,1.217774591,0.913657281
2020-06-08 0:00,0.48818266,0.99260965,0.718495245
2020-06-09 0:00,0.641516974,1.216654302,0.90653338
2020-06-10 0:00,0.672742482,1.275874322,0.950658425
2020-06-11 0:00,0.691720804,1.311867224,0.977476862
2020-06-12 0:00,0.700264891,1.328071316,0.989550587
2020-06-13 0:00,0.703735368,1.33465317,0.99445475
2020-06-14 0:00,0.726963364,1.367222765,1.022311431
2020-06-15 0:00,0.791908476,1.455136475,1.098786242
2020-06-16 0:00,0.630514188,1.228803491,0.90521324
2020-06-17 0:00,0.454225857,0.972519177,0.689258746
2020-06-18 0:00,0.357220094,0.831710363,0.570006588
2020-06-19 0:00,0.355462799,0.844633412,0.574238689
2020-06-20 0:00,0.456911064,1.025449194,0.713122534
2020-06-21 0:00,0.601971299,1.270979662,0.905911028
2020-06-22 0:00,0.55376139,1.222279631,0.855696087
2020-06-23 0:00,0.710578881,1.462129762,1.053184088
2020-06-24 0:00,0.720367735,1.482271895,1.067692631
2020-06-25 0:00,0.7994952,1.589948225,1.161459387
2020-06-26 0:00,0.810759326,1.595772829,1.170722444
2020-06-27 0:00,0.698052487,1.419332744,1.0273765
2020-06-28 0:00,0.567898031,1.215896712,0.861749015
2020-06-29 0:00,0.61165897,1.274472375,0.913311388
2020-06-30 0:00,0.489963871,1.099629876,0.764709601
2020-07-01 0:00,0.500146019,1.122481753,0.780601357
2020-07-02 0:00,0.54967533,1.213260749,0.849382129
2020-07-03 0:00,0.692905972,1.44376125,1.034627048
2020-07-04 0:00,0.688233926,1.453111343,1.035728288
2020-07-05 0:00,0.692810982,1.462775169,1.042616334
2020-07-06 0:00,0.778602441,1.58311296,1.145927943
2020-07-07 0:00,0.887816488,1.730257654,1.27461563
2020-07-08 0:00,1.125587834,2.039221215,1.54911294
2020-07-09 0:00,1.083674973,1.950152421,1.485693417
2020-07-10 0:00,1.189784811,2.043612384,1.588352224
2020-07-11 0:00,1.193553862,2.001371931,1.571826633
