date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,internationalTravel,infopending,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-01-15,1,1,0,0,0,1,0,1,1,1,14
2020-01-16,2,1,0,0,0,0,1,3,2,1,
2020-01-17,0,0,0,0,0,0,0,3,2,0,
2020-01-18,0,0,0,0,0,0,0,3,2,0,
2020-01-19,0,0,0,0,0,0,0,3,2,0,
2020-01-20,0,0,0,0,0,0,0,3,2,0,
2020-01-21,1,1,0,0,0,1,0,4,3,0,
2020-01-22,2,2,0,0,0,2,0,6,5,1,
2020-01-23,0,0,0,0,0,0,0,6,5,0,
2020-01-24,2,2,1,0,0,1,0,8,7,0,
2020-01-25,0,0,0,0,0,0,0,8,7,0,
2020-01-26,1,1,1,0,0,0,0,9,8,0,
2020-01-27,1,1,1,0,0,0,0,10,9,0,
2020-01-28,2,2,0,0,1,1,0,12,11,1,
2020-01-29,0,0,0,0,0,0,0,12,11,0,
2020-01-30,0,0,0,0,0,0,0,12,11,0,
2020-01-31,2,2,0,0,2,0,0,14,13,0,
2020-02-01,2,2,0,0,1,1,0,16,15,0,
2020-02-02,2,1,0,0,0,1,0,18,16,0,
2020-02-03,1,1,0,0,1,0,0,19,17,0,
2020-02-04,2,2,0,0,2,0,0,21,19,0,
2020-02-05,2,2,0,0,1,1,0,23,21,0,
2020-02-06,0,0,0,0,0,0,0,23,21,0,
2020-02-07,1,1,1,0,0,0,0,24,22,1,
2020-02-08,0,0,0,0,0,0,0,24,22,0,
2020-02-09,2,2,1,0,0,1,0,26,24,0,
2020-02-10,2,2,0,0,1,1,0,28,26,0,
2020-02-11,1,0,0,0,0,0,0,29,26,0,
2020-02-12,1,1,0,0,1,0,0,30,27,0,
2020-02-13,1,1,0,0,0,1,0,31,28,0,
2020-02-14,4,4,0,0,2,2,0,35,32,0,
2020-02-15,2,2,1,0,0,1,0,37,34,0,
2020-02-16,1,1,0,0,0,1,0,38,35,0,
2020-02-17,2,2,1,0,0,1,0,40,37,0,
2020-02-18,2,2,2,0,0,0,0,42,39,0,
2020-02-19,3,3,1,0,1,1,0,45,42,0,
2020-02-20,7,7,3,1,1,2,0,52,49,1,
2020-02-21,2,2,0,0,0,2,0,54,51,0,
2020-02-22,5,5,0,0,2,3,0,59,56,0,
2020-02-23,16,16,7,0,2,7,0,75,72,0,
2020-02-24,14,14,3,0,2,9,0,89,86,0,
2020-02-25,15,15,3,0,2,10,0,104,101,1,
2020-02-26,12,12,6,1,3,2,0,116,113,0,
2020-02-27,25,25,13,0,6,6,0,141,138,0,
2020-02-28,35,35,19,0,4,12,0,176,173,0,
2020-02-29,27,27,9,0,4,13,1,203,200,0,
2020-03-01,50,49,13,0,15,19,2,253,249,1,
2020-03-02,47,47,8,0,10,29,0,300,296,0,
2020-03-03,53,53,17,0,8,28,0,353,349,0,
2020-03-04,52,50,16,1,8,25,0,405,399,0,
2020-03-05,63,63,14,1,17,31,0,468,462,0,
2020-03-06,83,83,18,2,22,40,1,551,545,1,
2020-03-07,89,89,17,3,27,42,0,640,634,0,
2020-03-08,131,131,33,3,35,58,2,771,765,0,
2020-03-09,224,224,69,10,56,89,0,995,989,0,
2020-03-10,260,260,65,9,64,121,1,1255,1249,1,
2020-03-11,296,296,87,10,73,121,5,1551,1545,0,
2020-03-12,390,388,108,8,117,152,3,1941,1933,0,
2020-03-13,456,452,136,10,139,166,1,2397,2385,0,
2020-03-14,465,461,101,14,161,182,3,2862,2846,1,
2020-03-15,599,596,169,11,192,220,4,3461,3442,0,
2020-03-16,831,828,270,10,290,256,2,4292,4270,0,
2020-03-17,880,876,280,17,299,274,6,5172,5146,0,
2020-03-18,949,941,289,19,335,289,9,6121,6087,1,
2020-03-19,807,804,272,12,279,232,9,6928,6891,0,
2020-03-20,1022,1014,377,23,387,222,5,7950,7905,0,
2020-03-21,882,880,327,11,299,236,7,8832,8785,0,
2020-03-22,869,866,343,13,317,188,5,9701,9651,0,
2020-03-23,1065,1058,460,17,407,166,8,10766,10709,0,
2020-03-24,955,952,407,21,353,167,4,11721,11661,0,
2020-03-25,969,967,464,13,370,113,7,12690,12628,1,
2020-03-26,911,904,456,14,324,104,6,13601,13532,0,
2020-03-27,947,938,493,8,350,78,9,14548,14470,0,
2020-03-28,950,943,522,8,326,82,5,15498,15413,0,
2020-03-29,861,858,499,9,295,51,4,16359,16271,0,
2020-03-30,1133,1129,634,11,411,69,4,17492,17400,0,
2020-03-31,965,955,569,3,314,64,5,18457,18355,0,
2020-04-01,1286,1283,811,13,372,80,7,19743,19638,0,
2020-04-02,1163,1160,810,11,294,41,4,20906,20798,0,
2020-04-03,1327,1326,951,7,316,51,1,22233,22124,0,
2020-04-04,1147,1146,834,9,266,31,6,23380,23270,0,
2020-04-05,1069,1064,752,5,282,20,5,24449,24334,0,
2020-04-06,1401,1399,946,11,423,13,6,25850,25733,1,
2020-04-07,1276,1276,869,13,373,18,3,27126,27009,0,
2020-04-08,1410,1406,986,10,399,5,6,28536,28415,0,
2020-04-09,1459,1458,1017,14,421,5,1,29995,29873,0,
