date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,internationalTravel,infopending,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-01-15,1,1,0,0,0,1,0,1,1,1,14
2020-01-16,2,1,0,0,0,0,1,3,2,1,
2020-01-17,0,0,0,0,0,0,0,3,2,0,
2020-01-18,0,0,0,0,0,0,0,3,2,0,
2020-01-19,0,0,0,0,0,0,0,3,2,0,
2020-01-20,0,0,0,0,0,0,0,3,2,0,
2020-01-21,1,1,0,0,0,1,0,4,3,0,
2020-01-22,2,2,0,0,0,2,0,6,5,1,
2020-01-23,0,0,0,0,0,0,0,6,5,0,
2020-01-24,2,2,1,0,0,1,0,8,7,0,
2020-01-25,0,0,0,0,0,0,0,8,7,0,
2020-01-26,1,1,1,0,0,0,0,9,8,0,
2020-01-27,1,1,1,0,0,0,0,10,9,0,
2020-01-28,2,2,0,0,1,1,0,12,11,1,
2020-01-29,0,0,0,0,0,0,0,12,11,0,
2020-01-30,0,0,0,0,0,0,0,12,11,0,
2020-01-31,2,2,0,0,2,0,0,14,13,0,
2020-02-01,3,2,0,0,1,1,0,17,15,0,
2020-02-02,2,1,0,0,0,1,0,19,16,0,
2020-02-03,1,1,0,0,1,0,0,20,17,0,
2020-02-04,2,2,0,0,2,0,0,22,19,0,
2020-02-05,2,2,0,0,1,1,0,24,21,1,
2020-02-06,0,0,0,0,0,0,0,24,21,0,
2020-02-07,1,1,1,0,0,0,0,25,22,0,
2020-02-08,0,0,0,0,0,0,0,25,22,0,
2020-02-09,2,2,1,0,0,1,0,27,24,0,
2020-02-10,2,2,0,0,1,1,0,29,26,0,
2020-02-11,1,0,0,0,0,0,0,30,26,0,
2020-02-12,1,1,0,0,1,0,0,31,27,0,
2020-02-13,1,1,0,0,0,1,0,32,28,0,
2020-02-14,4,4,0,0,2,2,0,36,32,0,
2020-02-15,2,2,1,0,0,1,0,38,34,0,
2020-02-16,1,1,0,0,0,1,0,39,35,0,
2020-02-17,2,2,1,0,0,1,0,41,37,0,
2020-02-18,2,2,2,0,0,0,0,43,39,0,
2020-02-19,3,3,1,0,1,1,0,46,42,0,
2020-02-20,7,7,3,1,1,2,0,53,49,1,
2020-02-21,2,2,0,0,0,2,0,55,51,0,
2020-02-22,5,5,0,0,2,3,0,60,56,0,
2020-02-23,16,16,7,0,2,7,0,76,72,0,
2020-02-24,14,14,3,0,2,9,0,90,86,0,
2020-02-25,15,15,3,0,2,10,0,105,101,0,
2020-02-26,12,12,6,1,3,2,0,117,113,1,
2020-02-27,25,25,13,0,6,6,0,142,138,0,
2020-02-28,35,35,19,0,4,12,0,177,173,0,
2020-02-29,27,27,9,0,4,13,1,204,200,0,
2020-03-01,51,49,13,0,15,19,2,255,249,1,
2020-03-02,47,47,8,0,10,29,0,302,296,0,
2020-03-03,53,53,17,0,8,28,0,355,349,0,
2020-03-04,52,50,16,1,8,25,0,407,399,0,
2020-03-05,63,63,14,1,17,31,0,470,462,0,
2020-03-06,83,83,18,2,22,40,1,553,545,1,
2020-03-07,89,89,17,3,27,42,0,642,634,0,
2020-03-08,131,131,33,3,35,58,2,773,765,0,
2020-03-09,224,224,69,10,56,89,0,997,989,0,
2020-03-10,260,260,65,9,64,121,1,1257,1249,1,
2020-03-11,296,296,87,10,73,121,5,1553,1545,0,
2020-03-12,390,388,108,8,117,152,3,1943,1933,0,
2020-03-13,456,452,136,10,139,166,1,2399,2385,0,
2020-03-14,465,461,101,14,161,182,3,2864,2846,1,
2020-03-15,599,596,169,11,192,220,4,3463,3442,0,
2020-03-16,831,828,270,10,290,256,2,4294,4270,0,
2020-03-17,880,876,280,17,299,274,6,5174,5146,0,
2020-03-18,949,941,289,19,335,289,9,6123,6087,1,
2020-03-19,807,804,272,12,279,232,9,6930,6891,0,
2020-03-20,1022,1014,377,23,387,222,5,7952,7905,0,
2020-03-21,882,880,327,11,299,236,7,8834,8785,0,
2020-03-22,869,866,343,13,317,188,5,9703,9651,0,
2020-03-23,1065,1058,460,17,407,166,8,10768,10709,0,
2020-03-24,955,952,407,21,353,167,4,11723,11661,0,
2020-03-25,969,967,464,13,370,113,7,12692,12628,1,
2020-03-26,911,904,456,14,324,104,6,13603,13532,0,
2020-03-27,947,938,493,8,350,78,9,14550,14470,0,
2020-03-28,950,943,522,8,326,82,5,15500,15413,0,
2020-03-29,861,858,499,9,295,51,4,16361,16271,0,
2020-03-30,1133,1129,634,11,411,69,4,17494,17400,0,
2020-03-31,965,955,569,3,314,64,5,18459,18355,0,
2020-04-01,1286,1283,811,13,372,80,7,19745,19638,0,
2020-04-02,1163,1160,810,11,294,41,4,20908,20798,0,
2020-04-03,1327,1326,951,7,316,51,1,22235,22124,0,
2020-04-04,1147,1146,834,9,266,31,6,23382,23270,0,
2020-04-05,1069,1064,752,5,282,20,5,24451,24334,0,
2020-04-06,1401,1399,946,11,423,13,6,25852,25733,1,
2020-04-07,1276,1276,869,13,373,18,3,27128,27009,0,
2020-04-08,1410,1406,986,10,399,5,6,28538,28415,0,
2020-04-09,1459,1458,1017,14,421,5,1,29997,29873,0,
