date,0-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,new,cumulative-n-age,shaded
2020-01-15,0,0,1,0,0,0,0,0,1,1,14
2020-01-16,0,0,1,0,2,0,0,0,3,4,
2020-01-17,0,0,0,0,0,0,0,0,0,4,
2020-01-18,0,0,0,0,0,0,0,0,0,4,
2020-01-19,0,0,0,0,0,0,0,0,0,4,
2020-01-20,0,0,0,0,0,0,0,0,0,4,
2020-01-21,0,0,0,0,1,0,0,0,1,5,
2020-01-22,0,0,0,1,1,0,0,0,2,7,
2020-01-23,0,0,0,0,0,0,0,0,0,7,
2020-01-24,0,2,0,0,0,0,0,0,2,9,
2020-01-25,0,0,0,0,0,0,0,0,0,9,
2020-01-26,0,1,0,0,0,0,0,0,1,10,
2020-01-27,0,0,0,0,1,0,0,0,1,11,
2020-01-28,0,1,0,1,0,0,0,0,2,13,
2020-01-29,0,0,0,0,0,0,0,0,0,13,
2020-01-30,0,0,0,0,0,0,0,0,0,13,
2020-01-31,0,0,2,0,0,0,0,0,2,15,
2020-02-01,0,0,0,0,1,2,0,0,3,18,
2020-02-02,0,1,1,0,0,0,0,0,2,20,
2020-02-03,0,0,0,0,1,0,0,0,1,21,
2020-02-04,0,0,0,0,0,0,0,2,2,23,
2020-02-05,0,2,0,0,0,0,0,0,2,25,
2020-02-06,0,0,0,0,0,0,0,0,0,25,
2020-02-07,1,0,0,0,0,0,0,0,1,26,
2020-02-08,0,0,0,0,0,0,0,0,0,26,
2020-02-09,0,0,2,0,0,0,0,0,2,28,
2020-02-10,0,0,0,0,0,2,0,0,2,30,
2020-02-11,0,0,0,0,0,0,0,1,1,31,
2020-02-12,0,0,0,0,1,0,0,0,1,32,
2020-02-13,0,0,0,1,0,0,0,0,1,33,
2020-02-14,0,0,2,0,0,1,1,0,4,37,
2020-02-15,1,0,0,1,0,0,0,0,2,39,
2020-02-16,0,0,0,0,0,1,0,0,1,40,
2020-02-17,0,1,0,0,0,1,0,0,2,42,
2020-02-18,0,0,0,1,0,0,0,1,2,44,
2020-02-19,0,1,0,2,0,0,0,0,3,47,
2020-02-20,0,0,2,0,1,1,2,1,7,54,
2020-02-21,0,0,0,1,0,1,0,0,2,56,
2020-02-22,0,1,0,1,1,0,3,0,6,62,
2020-02-23,2,3,1,2,3,4,1,0,16,78,
2020-02-24,1,0,3,1,5,1,3,0,14,92,
2020-02-25,1,1,1,1,3,7,1,0,15,107,
2020-02-26,2,1,1,3,1,4,0,0,12,119,
2020-02-27,1,3,5,2,7,4,1,2,25,144,
2020-02-28,0,1,4,3,5,8,2,12,35,179,
2020-02-29,0,3,3,5,5,7,1,3,27,206,
2020-03-01,1,2,10,7,9,10,7,6,52,258,
2020-03-02,4,4,13,7,9,5,5,2,49,307,
2020-03-03,0,4,7,4,11,17,6,3,52,359,
2020-03-04,3,6,4,8,12,11,6,2,52,411,
2020-03-05,1,6,12,9,12,13,6,4,63,474,
2020-03-06,4,8,15,11,13,16,8,9,84,558,
2020-03-07,6,11,9,16,24,13,5,5,89,647,
2020-03-08,4,14,19,28,34,20,9,4,132,779,
